MapSplice_Breakpoint	Annotation
6291-14377	rare_frequency_deletion
8684-14413	rare_frequency_deletion
6825-14529	rare_frequency_deletion
9640-14558	rare_frequency_deletion
2224-14760	rare_frequency_deletion
9505-14807	rare_frequency_deletion
6556-14887	rare_frequency_deletion
150-14929	rare_frequency_deletion
7905-10752	rare_frequency_deletion
8467-15981	rare_frequency_deletion
1127-10308	rare_frequency_deletion
10091-14377	rare_frequency_deletion
3789-13436	rare_frequency_deletion
13305-15382	rare_frequency_deletion
3336-15778	rare_frequency_deletion
8471-8931	rare_frequency_deletion
1714-12035	rare_frequency_deletion
2418-13688	rare_frequency_deletion
9521-13909	rare_frequency_deletion
9640-14176	rare_frequency_deletion
6820-15293	rare_frequency_deletion
7126-14150	rare_frequency_deletion
5167-12363	rare_frequency_deletion
1533-14403	rare_frequency_deletion
6840-12080	rare_frequency_deletion
4167-8352	rare_frequency_deletion
3402-10752	rare_frequency_deletion
4382-12402	rare_frequency_deletion
3519-14145	rare_frequency_deletion
4708-14377	rare_frequency_deletion
1698-14407	rare_frequency_deletion
3819-14566	rare_frequency_deletion
1698-14626	rare_frequency_deletion
9278-15382	rare_frequency_deletion
5362-15403	rare_frequency_deletion
6041-15527	rare_frequency_deletion
6423-10308	rare_frequency_deletion
6545-12110	rare_frequency_deletion
7951-13978	rare_frequency_deletion
5890-14329	rare_frequency_deletion
7747-15089	rare_frequency_deletion
5900-14621	rare_frequency_deletion
6556-15410	rare_frequency_deletion
5348-11762	rare_frequency_deletion
5167-12019	rare_frequency_deletion
2209-13846	rare_frequency_deletion
4167-8710	rare_frequency_deletion
1764-10308	rare_frequency_deletion
4185-10308	rare_frequency_deletion
8471-11045	rare_frequency_deletion
5156-11136	rare_frequency_deletion
8829-12042	rare_frequency_deletion
5014-12465	rare_frequency_deletion
8422-12745	rare_frequency_deletion
4158-13519	rare_frequency_deletion
9189-13584	rare_frequency_deletion
4259-13855	rare_frequency_deletion
13587-14004	rare_frequency_deletion
12590-14377	rare_frequency_deletion
3533-14807	rare_frequency_deletion
2776-14889	rare_frequency_deletion
4355-14956	rare_frequency_deletion
6219-15491	rare_frequency_deletion
3775-6364	rare_frequency_deletion
8416-15403	rare_frequency_deletion
591-15790	rare_frequency_deletion
7801-14150	rare_frequency_deletion
458-3322	rare_frequency_deletion
6556-11134	rare_frequency_deletion
263-14044	rare_frequency_deletion
6556-14067	rare_frequency_deletion
6820-15403	rare_frequency_deletion
5210-8625	rare_frequency_deletion
1105-8685	rare_frequency_deletion
10762-14024	rare_frequency_deletion
1714-6042	rare_frequency_deletion
6335-11603	rare_frequency_deletion
1162-13693	rare_frequency_deletion
5354-15421	rare_frequency_deletion
608-15754	rare_frequency_deletion
7801-16080	rare_frequency_deletion
8775-14055	rare_frequency_deletion
8926-12351	rare_frequency_deletion
5167-13089	rare_frequency_deletion
6284-13481	rare_frequency_deletion
8829-13799	rare_frequency_deletion
5890-14621	rare_frequency_deletion
14528-14825	rare_frequency_deletion
3533-7219	rare_frequency_deletion
9189-13653	rare_frequency_deletion
13854-14338	rare_frequency_deletion
10672-14621	rare_frequency_deletion
4909-15335	rare_frequency_deletion
4382-10315	rare_frequency_deletion
1922-11537	rare_frequency_deletion
480-11858	rare_frequency_deletion
4874-12538	rare_frequency_deletion
6545-12935	rare_frequency_deletion
8467-13027	rare_frequency_deletion
3597-13297	rare_frequency_deletion
11058-13449	rare_frequency_deletion
1241-13519	rare_frequency_deletion
13854-14024	rare_frequency_deletion
3164-14368	rare_frequency_deletion
6522-15410	rare_frequency_deletion
5336-15475	rare_frequency_deletion
4259-15609	rare_frequency_deletion
403-15790	rare_frequency_deletion
5368-5438	rare_frequency_deletion
5348-10752	rare_frequency_deletion
6545-14055	rare_frequency_deletion
6545-14073	rare_frequency_deletion
557-14195	rare_frequency_deletion
8277-14767	rare_frequency_deletion
1233-5891	rare_frequency_deletion
1241-10846	rare_frequency_deletion
7905-13860	rare_frequency_deletion
10307-14529	rare_frequency_deletion
6545-10924	rare_frequency_deletion
117-15522	rare_frequency_deletion
6335-12080	rare_frequency_deletion
4106-12399	rare_frequency_deletion
480-14363	rare_frequency_deletion
1698-14566	rare_frequency_deletion
7863-8472	rare_frequency_deletion
6545-14529	rare_frequency_deletion
13448-14529	rare_frequency_deletion
10968-15419	rare_frequency_deletion
3502-7415	rare_frequency_deletion
5960-10904	rare_frequency_deletion
4913-11067	rare_frequency_deletion
7699-13846	rare_frequency_deletion
9189-13924	rare_frequency_deletion
440-14145	rare_frequency_deletion
8791-14413	rare_frequency_deletion
9550-14529	rare_frequency_deletion
6820-15410	rare_frequency_deletion
309-15538	rare_frequency_deletion
8374-13886	rare_frequency_deletion
5368-14568	rare_frequency_deletion
14376-15382	rare_frequency_deletion
5194-5400	rare_frequency_deletion
3533-8151	rare_frequency_deletion
5368-11022	rare_frequency_deletion
1677-11528	rare_frequency_deletion
4158-14338	rare_frequency_deletion
5336-14377	rare_frequency_deletion
277-14479	rare_frequency_deletion
13734-14630	rare_frequency_deletion
3866-14807	rare_frequency_deletion
14351-15403	rare_frequency_deletion
2175-15990	rare_frequency_deletion
5359-10945	rare_frequency_deletion
10556-14377	rare_frequency_deletion
308-16075	rare_frequency_deletion
8471-13855	rare_frequency_deletion
7126-11674	rare_frequency_deletion
4060-13846	rare_frequency_deletion
4693-14024	rare_frequency_deletion
4649-14529	rare_frequency_deletion
3609-14413	rare_frequency_deletion
2224-14701	rare_frequency_deletion
5817-11161	rare_frequency_deletion
3974-13632	rare_frequency_deletion
3775-11223	rare_frequency_deletion
308-13306	rare_frequency_deletion
5134-14807	rare_frequency_deletion
7905-7974	rare_frequency_deletion
4478-10969	rare_frequency_deletion
2224-11031	rare_frequency_deletion
480-11299	rare_frequency_deletion
4167-12834	rare_frequency_deletion
3533-13988	rare_frequency_deletion
9319-14055	rare_frequency_deletion
4885-14395	rare_frequency_deletion
8351-14413	rare_frequency_deletion
5359-14575	rare_frequency_deletion
277-14752	rare_frequency_deletion
4676-14771	rare_frequency_deletion
412-14901	rare_frequency_deletion
12094-15382	rare_frequency_deletion
9042-15913	rare_frequency_deletion
8778-13436	rare_frequency_deletion
11506-14067	rare_frequency_deletion
6356-6603	rare_frequency_deletion
8784-14529	rare_frequency_deletion
7126-15191	rare_frequency_deletion
8467-15536	rare_frequency_deletion
4106-6220	rare_frequency_deletion
1692-8134	rare_frequency_deletion
4691-11045	rare_frequency_deletion
8778-13640	rare_frequency_deletion
5817-13678	rare_frequency_deletion
7714-13999	rare_frequency_deletion
1692-14055	rare_frequency_deletion
4708-14055	rare_frequency_deletion
5391-14649	rare_frequency_deletion
12079-12465	rare_frequency_deletion
7189-13552	rare_frequency_deletion
5481-13909	rare_frequency_deletion
8787-13978	rare_frequency_deletion
4106-14335	rare_frequency_deletion
3647-14377	rare_frequency_deletion
1677-14643	rare_frequency_deletion
591-11357	rare_frequency_deletion
3741-12080	rare_frequency_deletion
6624-14004	rare_frequency_deletion
1193-14253	rare_frequency_deletion
6941-14351	rare_frequency_deletion
10903-14660	rare_frequency_deletion
11145-15548	rare_frequency_deletion
1502-14439	rare_frequency_deletion
2251-8651	rare_frequency_deletion
6629-11331	rare_frequency_deletion
6556-11875	rare_frequency_deletion
4382-14044	rare_frequency_deletion
5014-14067	rare_frequency_deletion
1692-14377	rare_frequency_deletion
4905-14529	rare_frequency_deletion
9278-14771	rare_frequency_deletion
2363-10308	rare_frequency_deletion
10091-13129	rare_frequency_deletion
4874-13431	rare_frequency_deletion
8440-13939	rare_frequency_deletion
5156-14218	rare_frequency_deletion
5194-14482	rare_frequency_deletion
11239-15548	rare_frequency_deletion
3570-8625	rare_frequency_deletion
3819-14413	rare_frequency_deletion
1241-3630	rare_frequency_deletion
5336-10752	rare_frequency_deletion
480-13747	rare_frequency_deletion
4632-14150	rare_frequency_deletion
14149-14335	rare_frequency_deletion
591-14390	rare_frequency_deletion
983-15335	rare_frequency_deletion
5368-6546	rare_frequency_deletion
4584-11292	rare_frequency_deletion
8684-12323	rare_frequency_deletion
3151-14401	rare_frequency_deletion
10672-15517	rare_frequency_deletion
5177-15684	rare_frequency_deletion
177-16100	rare_frequency_deletion
8416-15286	rare_frequency_deletion
7689-15403	rare_frequency_deletion
4167-11674	rare_frequency_deletion
1241-12465	rare_frequency_deletion
1524-13792	rare_frequency_deletion
4181-13978	rare_frequency_deletion
4874-14150	rare_frequency_deletion
8679-14276	rare_frequency_deletion
3609-14434	rare_frequency_deletion
4028-14695	rare_frequency_deletion
4158-14698	rare_frequency_deletion
5471-10752	rare_frequency_deletion
7222-13027	rare_frequency_deletion
13633-13838	rare_frequency_deletion
3327-14377	rare_frequency_deletion
4931-14413	rare_frequency_deletion
6325-15491	rare_frequency_deletion
6820-15826	rare_frequency_deletion
3270-16080	rare_frequency_deletion
8374-14395	rare_frequency_deletion
10762-14760	rare_frequency_deletion
5177-16083	rare_frequency_deletion
7366-14377	rare_frequency_deletion
2224-9093	rare_frequency_deletion
4106-10308	rare_frequency_deletion
6291-13034	rare_frequency_deletion
10544-15382	rare_frequency_deletion
7173-15444	rare_frequency_deletion
11408-15990	rare_frequency_deletion
2224-8386	rare_frequency_deletion
5327-8625	rare_frequency_deletion
4106-12375	rare_frequency_deletion
2209-13640	rare_frequency_deletion
5616-13663	rare_frequency_deletion
6482-14150	rare_frequency_deletion
5578-5692	rare_frequency_deletion
6749-7892	rare_frequency_deletion
6041-11882	rare_frequency_deletion
9081-13860	rare_frequency_deletion
10745-14529	rare_frequency_deletion
4903-14589	rare_frequency_deletion
9922-15268	rare_frequency_deletion
3819-15335	rare_frequency_deletion
3789-15538	rare_frequency_deletion
5481-15581	rare_frequency_deletion
9111-15581	rare_frequency_deletion
480-4107	rare_frequency_deletion
3321-11045	rare_frequency_deletion
3321-11513	rare_frequency_deletion
522-13306	rare_frequency_deletion
1172-14004	rare_frequency_deletion
3151-14990	rare_frequency_deletion
3828-15491	rare_frequency_deletion
3519-11987	rare_frequency_deletion
3513-12110	rare_frequency_deletion
5960-13306	rare_frequency_deletion
7146-13537	rare_frequency_deletion
5237-13855	rare_frequency_deletion
5391-14434	rare_frequency_deletion
7941-15382	rare_frequency_deletion
14806-15491	rare_frequency_deletion
2363-14558	rare_frequency_deletion
5890-10279	rare_frequency_deletion
9344-13846	rare_frequency_deletion
3789-14338	rare_frequency_deletion
8589-14341	rare_frequency_deletion
6820-14529	rare_frequency_deletion
11662-14815	rare_frequency_deletion
308-15403	rare_frequency_deletion
6349-15403	rare_frequency_deletion
11976-15536	rare_frequency_deletion
627-15821	rare_frequency_deletion
8898-16068	rare_frequency_deletion
475-12080	rare_frequency_deletion
5336-14929	rare_frequency_deletion
3597-9075	rare_frequency_deletion
3597-11336	rare_frequency_deletion
9344-12982	rare_frequency_deletion
6356-13220	rare_frequency_deletion
3164-14529	rare_frequency_deletion
516-14558	rare_frequency_deletion
9599-14649	rare_frequency_deletion
3552-14807	rare_frequency_deletion
1845-14990	rare_frequency_deletion
440-15268	rare_frequency_deletion
280-8437	rare_frequency_deletion
10903-13384	rare_frequency_deletion
3515-13449	rare_frequency_deletion
5900-14395	rare_frequency_deletion
5210-15382	rare_frequency_deletion
10954-15548	rare_frequency_deletion
6230-11882	rare_frequency_deletion
6820-12465	rare_frequency_deletion
5099-12969	rare_frequency_deletion
5817-14253	rare_frequency_deletion
7801-14407	rare_frequency_deletion
6506-15224	rare_frequency_deletion
5294-15293	rare_frequency_deletion
480-15754	rare_frequency_deletion
6545-13297	rare_frequency_deletion
5177-13384	rare_frequency_deletion
8624-13683	rare_frequency_deletion
12363-13999	rare_frequency_deletion
2761-14187	rare_frequency_deletion
1233-14621	rare_frequency_deletion
12536-15517	rare_frequency_deletion
166-5168	rare_frequency_deletion
1241-8661	rare_frequency_deletion
3550-12586	rare_frequency_deletion
2344-13472	rare_frequency_deletion
11044-13683	rare_frequency_deletion
5555-13844	rare_frequency_deletion
7273-14067	rare_frequency_deletion
5359-14529	rare_frequency_deletion
4649-14916	rare_frequency_deletion
591-15382	rare_frequency_deletion
3186-15382	rare_frequency_deletion
1702-7841	rare_frequency_deletion
4110-14150	rare_frequency_deletion
144-14314	rare_frequency_deletion
11239-14341	rare_frequency_deletion
7499-14377	rare_frequency_deletion
7732-14630	rare_frequency_deletion
4928-14807	rare_frequency_deletion
5368-15268	rare_frequency_deletion
983-15486	rare_frequency_deletion
4935-10980	rare_frequency_deletion
3330-14316	rare_frequency_deletion
9922-15926	rare_frequency_deletion
5481-12465	rare_frequency_deletion
9189-15335	rare_frequency_deletion
3789-11858	rare_frequency_deletion
5294-13846	rare_frequency_deletion
2761-13855	rare_frequency_deletion
7259-14150	rare_frequency_deletion
14111-14359	rare_frequency_deletion
8351-14377	rare_frequency_deletion
9645-14426	rare_frequency_deletion
5117-8458	rare_frequency_deletion
5336-10746	rare_frequency_deletion
8829-10969	rare_frequency_deletion
3831-13449	rare_frequency_deletion
9332-13846	rare_frequency_deletion
2224-14067	rare_frequency_deletion
458-14359	rare_frequency_deletion
13845-14413	rare_frequency_deletion
14288-14589	rare_frequency_deletion
8467-14695	rare_frequency_deletion
1105-15382	rare_frequency_deletion
10091-15403	rare_frequency_deletion
3789-15790	rare_frequency_deletion
4259-11759	rare_frequency_deletion
526-13683	rare_frequency_deletion
6485-13944	rare_frequency_deletion
5481-10285	rare_frequency_deletion
5099-10969	rare_frequency_deletion
6363-13499	rare_frequency_deletion
5960-14024	rare_frequency_deletion
1172-14044	rare_frequency_deletion
13983-14044	rare_frequency_deletion
10613-14067	rare_frequency_deletion
7693-14150	rare_frequency_deletion
5011-14377	rare_frequency_deletion
11145-14529	rare_frequency_deletion
1031-15286	rare_frequency_deletion
505-13855	rare_frequency_deletion
1692-8625	rare_frequency_deletion
7177-9082	rare_frequency_deletion
1764-13530	rare_frequency_deletion
8684-16083	rare_frequency_deletion
3321-8398	rare_frequency_deletion
8926-9031	rare_frequency_deletion
8775-13640	rare_frequency_deletion
9426-13653	rare_frequency_deletion
739-13886	rare_frequency_deletion
344-13968	rare_frequency_deletion
9811-15328	rare_frequency_deletion
5876-15517	rare_frequency_deletion
8467-12465	rare_frequency_deletion
8926-12969	rare_frequency_deletion
1127-13301	rare_frequency_deletion
6370-14377	rare_frequency_deletion
11825-14401	rare_frequency_deletion
3629-12023	rare_frequency_deletion
12945-13151	rare_frequency_deletion
3629-15726	rare_frequency_deletion
458-569	rare_frequency_deletion
1698-12023	rare_frequency_deletion
7990-15503	rare_frequency_deletion
5474-10937	rare_frequency_deletion
5481-12745	rare_frequency_deletion
575-13653	rare_frequency_deletion
5368-13683	rare_frequency_deletion
4167-13939	rare_frequency_deletion
273-14055	rare_frequency_deletion
221-14093	rare_frequency_deletion
8684-14390	rare_frequency_deletion
3629-14647	rare_frequency_deletion
9645-14807	rare_frequency_deletion
591-15195	rare_frequency_deletion
7366-15382	rare_frequency_deletion
5213-15538	rare_frequency_deletion
5327-14055	rare_frequency_deletion
966-15990	rare_frequency_deletion
15599-15816	rare_frequency_deletion
6488-12913	rare_frequency_deletion
9426-13978	rare_frequency_deletion
6556-15981	rare_frequency_deletion
5327-16080	rare_frequency_deletion
9081-13431	rare_frequency_deletion
5378-14146	rare_frequency_deletion
1494-15491	rare_frequency_deletion
12972-15491	rare_frequency_deletion
1698-15816	rare_frequency_deletion
6820-13584	rare_frequency_deletion
1922-10604	rare_frequency_deletion
9189-14004	rare_frequency_deletion
447-14316	rare_frequency_deletion
6310-15382	rare_frequency_deletion
10923-15850	rare_frequency_deletion
9922-14990	rare_frequency_deletion
6559-15403	rare_frequency_deletion
480-8776	rare_frequency_deletion
403-9712	rare_frequency_deletion
5481-12911	rare_frequency_deletion
277-13519	rare_frequency_deletion
5128-15486	rare_frequency_deletion
8726-14867	rare_frequency_deletion
6754-12301	rare_frequency_deletion
2363-4865	rare_frequency_deletion
483-13776	rare_frequency_deletion
10271-14150	rare_frequency_deletion
4014-14413	rare_frequency_deletion
342-14649	rare_frequency_deletion
5890-15286	rare_frequency_deletion
5444-15491	rare_frequency_deletion
127-15886	rare_frequency_deletion
8467-8807	rare_frequency_deletion
2136-13431	rare_frequency_deletion
2136-11040	rare_frequency_deletion
10911-14150	rare_frequency_deletion
11044-14282	rare_frequency_deletion
8320-15475	rare_frequency_deletion
5715-13640	rare_frequency_deletion
6212-11045	rare_frequency_deletion
3725-11339	rare_frequency_deletion
250-13019	rare_frequency_deletion
9146-15268	rare_frequency_deletion
11145-14055	rare_frequency_deletion
3533-15224	rare_frequency_deletion
3789-13640	rare_frequency_deletion
6545-14482	rare_frequency_deletion
5391-15491	rare_frequency_deletion
4691-15527	rare_frequency_deletion
6556-11009	rare_frequency_deletion
6048-13958	rare_frequency_deletion
6556-10241	rare_frequency_deletion
1099-14024	rare_frequency_deletion
5485-14377	rare_frequency_deletion
10745-15605	rare_frequency_deletion
166-14253	rare_frequency_deletion
381-13301	rare_frequency_deletion
447-14341	rare_frequency_deletion
131-16160	rare_frequency_deletion
464-16115	rare_frequency_deletion
138-16159	rare_frequency_deletion
171-16130	rare_frequency_deletion
127-16168	rare_frequency_deletion
129-16173	rare_frequency_deletion
183-16117	rare_frequency_deletion
151-16115	rare_frequency_deletion
151-16134	rare_frequency_deletion
193-16151	rare_frequency_deletion
112-16129	rare_frequency_deletion
151-16148	rare_frequency_deletion
152-16148	rare_frequency_deletion
277-16160	rare_frequency_deletion
147-16143	rare_frequency_deletion
170-16127	rare_frequency_deletion
308-16148	rare_frequency_deletion
124-16107	rare_frequency_deletion
144-16160	rare_frequency_deletion
150-16151	rare_frequency_deletion
113-16160	rare_frequency_deletion
6423-16151	rare_frequency_deletion
142-16111	rare_frequency_deletion
113-16115	rare_frequency_deletion
120-16108	rare_frequency_deletion
140-16143	rare_frequency_deletion
245-16173	rare_frequency_deletion
3191-16151	rare_frequency_deletion
2624-16151	rare_frequency_deletion
5348-16151	rare_frequency_deletion
299-16152	rare_frequency_deletion
5359-16168	rare_frequency_deletion
184-16157	rare_frequency_deletion
3819-16151	rare_frequency_deletion
10751-16168	rare_frequency_deletion
3831-16108	rare_frequency_deletion
147-16108	rare_frequency_deletion
1105-16168	rare_frequency_deletion
5354-16168	rare_frequency_deletion
275-16111	rare_frequency_deletion
591-16148	rare_frequency_deletion
7801-16168	rare_frequency_deletion
308-10980	rare_frequency_deletion
168-15916	rare_frequency_deletion
246-16069	rare_frequency_deletion
3263-15611	rare_frequency_deletion
805-15530	rare_frequency_deletion
1226-15321	rare_frequency_deletion
1063-16002	rare_frequency_deletion
460-14114	rare_frequency_deletion
168-16079	rare_frequency_deletion
192-16034	rare_frequency_deletion
198-16053	rare_frequency_deletion
117-15987	rare_frequency_deletion
186-16031	rare_frequency_deletion
113-16041	rare_frequency_deletion
726-16074	rare_frequency_deletion
512-16075	rare_frequency_deletion
187-16036	rare_frequency_deletion
144-15988	rare_frequency_deletion
231-16053	rare_frequency_deletion
1079-14626	rare_frequency_deletion
309-16074	rare_frequency_deletion
2168-16076	rare_frequency_deletion
109-16070	rare_frequency_deletion
115-16076	rare_frequency_deletion
866-14587	rare_frequency_deletion
1239-15336	rare_frequency_deletion
403-15981	rare_frequency_deletion
5839-11533	rare_frequency_deletion
924-15526	rare_frequency_deletion
450-16086	rare_frequency_deletion
307-16070	rare_frequency_deletion
114-16076	rare_frequency_deletion
191-16067	rare_frequency_deletion
167-16074	rare_frequency_deletion
255-16068	rare_frequency_deletion
716-15775	rare_frequency_deletion
479-14322	rare_frequency_deletion
6468-14877	rare_frequency_deletion
250-16068	rare_frequency_deletion
538-14625	rare_frequency_deletion
114-15988	rare_frequency_deletion
247-16069	rare_frequency_deletion
461-16070	rare_frequency_deletion
497-14118	rare_frequency_deletion
110-16073	rare_frequency_deletion
147-15913	rare_frequency_deletion
206-16076	rare_frequency_deletion
191-16036	rare_frequency_deletion
1840-16074	rare_frequency_deletion
3263-16049	rare_frequency_deletion
129-16089	rare_frequency_deletion
3464-15984	rare_frequency_deletion
525-14559	rare_frequency_deletion
309-16076	rare_frequency_deletion
252-16001	rare_frequency_deletion
6128-14691	rare_frequency_deletion
3701-16073	rare_frequency_deletion
146-16034	rare_frequency_deletion
308-957	rare_frequency_deletion
1764-14643	rare_frequency_deletion
141-16074	rare_frequency_deletion
525-13684	rare_frequency_deletion
150-16070	rare_frequency_deletion
3022-15790	rare_frequency_deletion
186-16056	rare_frequency_deletion
6918-15926	rare_frequency_deletion
1630-14621	rare_frequency_deletion
149-15933	rare_frequency_deletion
308-15988	rare_frequency_deletion
2283-16072	rare_frequency_deletion
4015-14249	rare_frequency_deletion
4432-15265	rare_frequency_deletion
248-16101	rare_frequency_deletion
187-16072	rare_frequency_deletion
3151-16072	rare_frequency_deletion
1950-16072	rare_frequency_deletion
498-14159	rare_frequency_deletion
555-15526	rare_frequency_deletion
737-15404	rare_frequency_deletion
465-16072	rare_frequency_deletion
648-15538	rare_frequency_deletion
3255-15501	rare_frequency_deletion
186-16066	rare_frequency_deletion
4901-15849	rare_frequency_deletion
10939-16072	rare_frequency_deletion
487-13799	rare_frequency_deletion
1907-14162	rare_frequency_deletion
2821-16070	rare_frequency_deletion
186-16041	rare_frequency_deletion
2332-12099	rare_frequency_deletion
5998-13806	rare_frequency_deletion
6437-15526	rare_frequency_deletion
148-16079	rare_frequency_deletion
224-16069	rare_frequency_deletion
387-15940	rare_frequency_deletion
191-16035	rare_frequency_deletion
6678-15041	rare_frequency_deletion
959-14818	rare_frequency_deletion
169-16033	rare_frequency_deletion
5753-15968	rare_frequency_deletion
543-15519	rare_frequency_deletion
3272-16036	rare_frequency_deletion
151-15207	rare_frequency_deletion
3269-13584	rare_frequency_deletion
1203-15886	rare_frequency_deletion
3260-14842	rare_frequency_deletion
3263-16080	rare_frequency_deletion
170-16105	rare_frequency_deletion
6241-15109	rare_frequency_deletion
144-14413	rare_frequency_deletion
149-15748	rare_frequency_deletion
443-15900	rare_frequency_deletion
487-14066	rare_frequency_deletion
2543-16072	rare_frequency_deletion
250-16061	rare_frequency_deletion
2381-16072	rare_frequency_deletion
1395-14833	rare_frequency_deletion
665-15625	rare_frequency_deletion
114-16049	rare_frequency_deletion
2378-14042	rare_frequency_deletion
115-15990	rare_frequency_deletion
3488-15531	rare_frequency_deletion
193-16056	rare_frequency_deletion
488-14275	rare_frequency_deletion
3272-13804	rare_frequency_deletion
303-16039	rare_frequency_deletion
3263-14887	rare_frequency_deletion
573-15541	rare_frequency_deletion
262-15897	rare_frequency_deletion
1246-15343	rare_frequency_deletion
2818-16071	rare_frequency_deletion
113-16083	rare_frequency_deletion
2390-14054	rare_frequency_deletion
3024-16072	rare_frequency_deletion
9440-13960	rare_frequency_deletion
6464-15638	rare_frequency_deletion
3406-15419	rare_frequency_deletion
145-16053	rare_frequency_deletion
193-13683	rare_frequency_deletion
6173-16075	rare_frequency_deletion
4101-16072	rare_frequency_deletion
3263-16036	rare_frequency_deletion
790-15516	rare_frequency_deletion
1757-15966	rare_frequency_deletion
708-15387	rare_frequency_deletion
6335-15503	rare_frequency_deletion
184-16072	rare_frequency_deletion
1221-14389	rare_frequency_deletion
3257-15959	rare_frequency_deletion
2333-15792	rare_frequency_deletion
150-15981	rare_frequency_deletion
918-14646	rare_frequency_deletion
301-16079	rare_frequency_deletion
1711-15491	rare_frequency_deletion
6003-15435	rare_frequency_deletion
6001-14093	rare_frequency_deletion
892-16075	rare_frequency_deletion
263-16083	rare_frequency_deletion
147-15911	rare_frequency_deletion
250-16001	rare_frequency_deletion
6058-14046	rare_frequency_deletion
3479-14748	rare_frequency_deletion
191-15160	rare_frequency_deletion
3570-15372	rare_frequency_deletion
377-16074	rare_frequency_deletion
438-13883	rare_frequency_deletion
300-16075	rare_frequency_deletion
6125-15913	rare_frequency_deletion
435-16075	rare_frequency_deletion
1268-14062	rare_frequency_deletion
3459-16072	rare_frequency_deletion
2166-16072	rare_frequency_deletion
512-14561	rare_frequency_deletion
172-16034	rare_frequency_deletion
498-13681	rare_frequency_deletion
308-15790	rare_frequency_deletion
459-14807	rare_frequency_deletion
458-15328	rare_frequency_deletion
184-15996	rare_frequency_deletion
4618-14645	rare_frequency_deletion
3325-16074	rare_frequency_deletion
3265-13923	rare_frequency_deletion
3255-14841	rare_frequency_deletion
1651-15726	rare_frequency_deletion
224-16040	rare_frequency_deletion
170-16033	rare_frequency_deletion
166-16034	rare_frequency_deletion
8850-15533	rare_frequency_deletion
3260-15123	rare_frequency_deletion
191-16052	rare_frequency_deletion
117-16018	rare_frequency_deletion
5454-15550	rare_frequency_deletion
144-16092	rare_frequency_deletion
168-16053	rare_frequency_deletion
5793-15408	rare_frequency_deletion
274-16071	rare_frequency_deletion
168-16035	rare_frequency_deletion
1396-16072	rare_frequency_deletion
193-16038	rare_frequency_deletion
308-15821	rare_frequency_deletion
9528-14132	rare_frequency_deletion
7186-15549	rare_frequency_deletion
3296-16072	rare_frequency_deletion
1146-14912	rare_frequency_deletion
3450-16072	rare_frequency_deletion
459-14284	rare_frequency_deletion
6451-16072	rare_frequency_deletion
263-16075	rare_frequency_deletion
702-14807	rare_frequency_deletion
3260-15975	rare_frequency_deletion
570-15435	rare_frequency_deletion
541-15212	rare_frequency_deletion
115-16068	rare_frequency_deletion
5129-14654	rare_frequency_deletion
113-16100	rare_frequency_deletion
3257-15957	rare_frequency_deletion
3488-16076	rare_frequency_deletion
3325-16071	rare_frequency_deletion
170-16080	rare_frequency_deletion
259-16081	rare_frequency_deletion
7115-16054	rare_frequency_deletion
300-16104	rare_frequency_deletion
7116-14560	rare_frequency_deletion
261-16074	rare_frequency_deletion
1194-15272	rare_frequency_deletion
231-15869	rare_frequency_deletion
1467-16072	rare_frequency_deletion
144-12964	rare_frequency_deletion
3270-15241	rare_frequency_deletion
5896-15148	rare_frequency_deletion
221-15583	rare_frequency_deletion
6038-15523	rare_frequency_deletion
731-13792	rare_frequency_deletion
7690-15026	rare_frequency_deletion
808-11875	rare_frequency_deletion
932-13721	rare_frequency_deletion
3263-15789	rare_frequency_deletion
2138-16072	rare_frequency_deletion
3263-13584	rare_frequency_deletion
3269-13886	rare_frequency_deletion
483-15911	rare_frequency_deletion
144-16041	rare_frequency_deletion
5837-15916	rare_frequency_deletion
3265-16072	rare_frequency_deletion
6445-15536	rare_frequency_deletion
7067-15626	rare_frequency_deletion
6363-15069	rare_frequency_deletion
6685-15197	rare_frequency_deletion
129-16093	rare_frequency_deletion
4716-16072	rare_frequency_deletion
493-13946	rare_frequency_deletion
486-13579	rare_frequency_deletion
3312-14421	rare_frequency_deletion
140-16086	rare_frequency_deletion
3263-15551	rare_frequency_deletion
3896-14818	rare_frequency_deletion
3830-15445	rare_frequency_deletion
151-16053	rare_frequency_deletion
146-15995	rare_frequency_deletion
521-14561	rare_frequency_deletion
7684-15455	rare_frequency_deletion
231-16015	rare_frequency_deletion
3258-15100	rare_frequency_deletion
1363-15886	rare_frequency_deletion
3783-16072	rare_frequency_deletion
7161-14081	rare_frequency_deletion
7115-16068	rare_frequency_deletion
502-14654	rare_frequency_deletion
6059-14951	rare_frequency_deletion
3254-13156	rare_frequency_deletion
412-15898	rare_frequency_deletion
480-14150	rare_frequency_deletion
3306-13779	rare_frequency_deletion
871-14394	rare_frequency_deletion
3486-16072	rare_frequency_deletion
7152-15439	rare_frequency_deletion
520-9424	rare_frequency_deletion
488-10837	rare_frequency_deletion
3298-13924	rare_frequency_deletion
6568-14818	rare_frequency_deletion
3533-16080	rare_frequency_deletion
3264-16078	rare_frequency_deletion
184-16001	rare_frequency_deletion
749-15765	rare_frequency_deletion
6075-15438	rare_frequency_deletion
3255-16034	rare_frequency_deletion
6005-15005	rare_frequency_deletion
464-13792	rare_frequency_deletion
4376-16071	rare_frequency_deletion
