rCRS_NC_012920.1	16kb_LR_PrimerPosition
8785	8929
8786	8930
8787	8931
8788	8932
8789	8933
8790	8934
8791	8935
8792	8936
8793	8937
8794	8938
8795	8939
8796	8940
8797	8941
8798	8942
8799	8943
8800	8944
8801	8945
8802	8946
8803	8947
8804	8948
8805	8949
8806	8950
8807	8951
8808	8952
8809	8953
8810	8954
8811	8955
8812	8956
8813	8957
8814	8958
8815	8959
8816	8960
8817	8961
8818	8962
8819	8963
8820	8964
8821	8965
8822	8966
8823	8967
8824	8968
8825	8969
8826	8970
8827	8971
8828	8972
8829	8973
8830	8974
8831	8975
8832	8976
8833	8977
8834	8978
8835	8979
8836	8980
8837	8981
8838	8982
8839	8983
8840	8984
8841	8985
8842	8986
8843	8987
8844	8988
8845	8989
8846	8990
8847	8991
8848	8992
8849	8993
8850	8994
8851	8995
8852	8996
8853	8997
8854	8998
8855	8999
8856	9000
8857	9001
8858	9002
8859	9003
8860	9004
8861	9005
8862	9006
8863	9007
8864	9008
8865	9009
8866	9010
8867	9011
8868	9012
8869	9013
8870	9014
8871	9015
8872	9016
8873	9017
8874	9018
8875	9019
8876	9020
8877	9021
8878	9022
8879	9023
8880	9024
8881	9025
8882	9026
8883	9027
8884	9028
8885	9029
8886	9030
8887	9031
8888	9032
8889	9033
8890	9034
8891	9035
8892	9036
8893	9037
8894	9038
8895	9039
8896	9040
8897	9041
8898	9042
8899	9043
8900	9044
8901	9045
8902	9046
8903	9047
8904	9048
8905	9049
8906	9050
8907	9051
8908	9052
8909	9053
8910	9054
8911	9055
8912	9056
8913	9057
8914	9058
8915	9059
8916	9060
8917	9061
8918	9062
8919	9063
8920	9064
8921	9065
8922	9066
8923	9067
8924	9068
8925	9069
8926	9070
8927	9071
8928	9072
8929	9073
8930	9074
8931	9075
8932	9076
8933	9077
8934	9078
8935	9079
8936	9080
8937	9081
8938	9082
8939	9083
8940	9084
8941	9085
8942	9086
8943	9087
8944	9088
8945	9089
8946	9090
8947	9091
8948	9092
8949	9093
8950	9094
8951	9095
8952	9096
8953	9097
8954	9098
8955	9099
8956	9100
8957	9101
8958	9102
8959	9103
8960	9104
8961	9105
8962	9106
8963	9107
8964	9108
8965	9109
8966	9110
8967	9111
8968	9112
8969	9113
8970	9114
8971	9115
8972	9116
8973	9117
8974	9118
8975	9119
8976	9120
8977	9121
8978	9122
8979	9123
8980	9124
8981	9125
8982	9126
8983	9127
8984	9128
8985	9129
8986	9130
8987	9131
8988	9132
8989	9133
8990	9134
8991	9135
8992	9136
8993	9137
8994	9138
8995	9139
8996	9140
8997	9141
8998	9142
8999	9143
9000	9144
9001	9145
9002	9146
9003	9147
9004	9148
9005	9149
9006	9150
9007	9151
9008	9152
9009	9153
9010	9154
9011	9155
9012	9156
9013	9157
9014	9158
9015	9159
9016	9160
9017	9161
9018	9162
9019	9163
9020	9164
9021	9165
9022	9166
9023	9167
9024	9168
9025	9169
9026	9170
9027	9171
9028	9172
9029	9173
9030	9174
9031	9175
9032	9176
9033	9177
9034	9178
9035	9179
9036	9180
9037	9181
9038	9182
9039	9183
9040	9184
9041	9185
9042	9186
9043	9187
9044	9188
9045	9189
9046	9190
9047	9191
9048	9192
9049	9193
9050	9194
9051	9195
9052	9196
9053	9197
9054	9198
9055	9199
9056	9200
9057	9201
9058	9202
9059	9203
9060	9204
9061	9205
9062	9206
9063	9207
9064	9208
9065	9209
9066	9210
9067	9211
9068	9212
9069	9213
9070	9214
9071	9215
9072	9216
9073	9217
9074	9218
9075	9219
9076	9220
9077	9221
9078	9222
9079	9223
9080	9224
9081	9225
9082	9226
9083	9227
9084	9228
9085	9229
9086	9230
9087	9231
9088	9232
9089	9233
9090	9234
9091	9235
9092	9236
9093	9237
9094	9238
9095	9239
9096	9240
9097	9241
9098	9242
9099	9243
9100	9244
9101	9245
9102	9246
9103	9247
9104	9248
9105	9249
9106	9250
9107	9251
9108	9252
9109	9253
9110	9254
9111	9255
9112	9256
9113	9257
9114	9258
9115	9259
9116	9260
9117	9261
9118	9262
9119	9263
9120	9264
9121	9265
9122	9266
9123	9267
9124	9268
9125	9269
9126	9270
9127	9271
9128	9272
9129	9273
9130	9274
9131	9275
9132	9276
9133	9277
9134	9278
9135	9279
9136	9280
9137	9281
9138	9282
9139	9283
9140	9284
9141	9285
9142	9286
9143	9287
9144	9288
9145	9289
9146	9290
9147	9291
9148	9292
9149	9293
9150	9294
9151	9295
9152	9296
9153	9297
9154	9298
9155	9299
9156	9300
9157	9301
9158	9302
9159	9303
9160	9304
9161	9305
9162	9306
9163	9307
9164	9308
9165	9309
9166	9310
9167	9311
9168	9312
9169	9313
9170	9314
9171	9315
9172	9316
9173	9317
9174	9318
9175	9319
9176	9320
9177	9321
9178	9322
9179	9323
9180	9324
9181	9325
9182	9326
9183	9327
9184	9328
9185	9329
9186	9330
9187	9331
9188	9332
9189	9333
9190	9334
9191	9335
9192	9336
9193	9337
9194	9338
9195	9339
9196	9340
9197	9341
9198	9342
9199	9343
9200	9344
9201	9345
9202	9346
9203	9347
9204	9348
9205	9349
9206	9350
9207	9351
9208	9352
9209	9353
9210	9354
9211	9355
9212	9356
9213	9357
9214	9358
9215	9359
9216	9360
9217	9361
9218	9362
9219	9363
9220	9364
9221	9365
9222	9366
9223	9367
9224	9368
9225	9369
9226	9370
9227	9371
9228	9372
9229	9373
9230	9374
9231	9375
9232	9376
9233	9377
9234	9378
9235	9379
9236	9380
9237	9381
9238	9382
9239	9383
9240	9384
9241	9385
9242	9386
9243	9387
9244	9388
9245	9389
9246	9390
9247	9391
9248	9392
9249	9393
9250	9394
9251	9395
9252	9396
9253	9397
9254	9398
9255	9399
9256	9400
9257	9401
9258	9402
9259	9403
9260	9404
9261	9405
9262	9406
9263	9407
9264	9408
9265	9409
9266	9410
9267	9411
9268	9412
9269	9413
9270	9414
9271	9415
9272	9416
9273	9417
9274	9418
9275	9419
9276	9420
9277	9421
9278	9422
9279	9423
9280	9424
9281	9425
9282	9426
9283	9427
9284	9428
9285	9429
9286	9430
9287	9431
9288	9432
9289	9433
9290	9434
9291	9435
9292	9436
9293	9437
9294	9438
9295	9439
9296	9440
9297	9441
9298	9442
9299	9443
9300	9444
9301	9445
9302	9446
9303	9447
9304	9448
9305	9449
9306	9450
9307	9451
9308	9452
9309	9453
9310	9454
9311	9455
9312	9456
9313	9457
9314	9458
9315	9459
9316	9460
9317	9461
9318	9462
9319	9463
9320	9464
9321	9465
9322	9466
9323	9467
9324	9468
9325	9469
9326	9470
9327	9471
9328	9472
9329	9473
9330	9474
9331	9475
9332	9476
9333	9477
9334	9478
9335	9479
9336	9480
9337	9481
9338	9482
9339	9483
9340	9484
9341	9485
9342	9486
9343	9487
9344	9488
9345	9489
9346	9490
9347	9491
9348	9492
9349	9493
9350	9494
9351	9495
9352	9496
9353	9497
9354	9498
9355	9499
9356	9500
9357	9501
9358	9502
9359	9503
9360	9504
9361	9505
9362	9506
9363	9507
9364	9508
9365	9509
9366	9510
9367	9511
9368	9512
9369	9513
9370	9514
9371	9515
9372	9516
9373	9517
9374	9518
9375	9519
9376	9520
9377	9521
9378	9522
9379	9523
9380	9524
9381	9525
9382	9526
9383	9527
9384	9528
9385	9529
9386	9530
9387	9531
9388	9532
9389	9533
9390	9534
9391	9535
9392	9536
9393	9537
9394	9538
9395	9539
9396	9540
9397	9541
9398	9542
9399	9543
9400	9544
9401	9545
9402	9546
9403	9547
9404	9548
9405	9549
9406	9550
9407	9551
9408	9552
9409	9553
9410	9554
9411	9555
9412	9556
9413	9557
9414	9558
9415	9559
9416	9560
9417	9561
9418	9562
9419	9563
9420	9564
9421	9565
9422	9566
9423	9567
9424	9568
9425	9569
9426	9570
9427	9571
9428	9572
9429	9573
9430	9574
9431	9575
9432	9576
9433	9577
9434	9578
9435	9579
9436	9580
9437	9581
9438	9582
9439	9583
9440	9584
9441	9585
9442	9586
9443	9587
9444	9588
9445	9589
9446	9590
9447	9591
9448	9592
9449	9593
9450	9594
9451	9595
9452	9596
9453	9597
9454	9598
9455	9599
9456	9600
9457	9601
9458	9602
9459	9603
9460	9604
9461	9605
9462	9606
9463	9607
9464	9608
9465	9609
9466	9610
9467	9611
9468	9612
9469	9613
9470	9614
9471	9615
9472	9616
9473	9617
9474	9618
9475	9619
9476	9620
9477	9621
9478	9622
9479	9623
9480	9624
9481	9625
9482	9626
9483	9627
9484	9628
9485	9629
9486	9630
9487	9631
9488	9632
9489	9633
9490	9634
9491	9635
9492	9636
9493	9637
9494	9638
9495	9639
9496	9640
9497	9641
9498	9642
9499	9643
9500	9644
9501	9645
9502	9646
9503	9647
9504	9648
9505	9649
9506	9650
9507	9651
9508	9652
9509	9653
9510	9654
9511	9655
9512	9656
9513	9657
9514	9658
9515	9659
9516	9660
9517	9661
9518	9662
9519	9663
9520	9664
9521	9665
9522	9666
9523	9667
9524	9668
9525	9669
9526	9670
9527	9671
9528	9672
9529	9673
9530	9674
9531	9675
9532	9676
9533	9677
9534	9678
9535	9679
9536	9680
9537	9681
9538	9682
9539	9683
9540	9684
9541	9685
9542	9686
9543	9687
9544	9688
9545	9689
9546	9690
9547	9691
9548	9692
9549	9693
9550	9694
9551	9695
9552	9696
9553	9697
9554	9698
9555	9699
9556	9700
9557	9701
9558	9702
9559	9703
9560	9704
9561	9705
9562	9706
9563	9707
9564	9708
9565	9709
9566	9710
9567	9711
9568	9712
9569	9713
9570	9714
9571	9715
9572	9716
9573	9717
9574	9718
9575	9719
9576	9720
9577	9721
9578	9722
9579	9723
9580	9724
9581	9725
9582	9726
9583	9727
9584	9728
9585	9729
9586	9730
9587	9731
9588	9732
9589	9733
9590	9734
9591	9735
9592	9736
9593	9737
9594	9738
9595	9739
9596	9740
9597	9741
9598	9742
9599	9743
9600	9744
9601	9745
9602	9746
9603	9747
9604	9748
9605	9749
9606	9750
9607	9751
9608	9752
9609	9753
9610	9754
9611	9755
9612	9756
9613	9757
9614	9758
9615	9759
9616	9760
9617	9761
9618	9762
9619	9763
9620	9764
9621	9765
9622	9766
9623	9767
9624	9768
9625	9769
9626	9770
9627	9771
9628	9772
9629	9773
9630	9774
9631	9775
9632	9776
9633	9777
9634	9778
9635	9779
9636	9780
9637	9781
9638	9782
9639	9783
9640	9784
9641	9785
9642	9786
9643	9787
9644	9788
9645	9789
9646	9790
9647	9791
9648	9792
9649	9793
9650	9794
9651	9795
9652	9796
9653	9797
9654	9798
9655	9799
9656	9800
9657	9801
9658	9802
9659	9803
9660	9804
9661	9805
9662	9806
9663	9807
9664	9808
9665	9809
9666	9810
9667	9811
9668	9812
9669	9813
9670	9814
9671	9815
9672	9816
9673	9817
9674	9818
9675	9819
9676	9820
9677	9821
9678	9822
9679	9823
9680	9824
9681	9825
9682	9826
9683	9827
9684	9828
9685	9829
9686	9830
9687	9831
9688	9832
9689	9833
9690	9834
9691	9835
9692	9836
9693	9837
9694	9838
9695	9839
9696	9840
9697	9841
9698	9842
9699	9843
9700	9844
9701	9845
9702	9846
9703	9847
9704	9848
9705	9849
9706	9850
9707	9851
9708	9852
9709	9853
9710	9854
9711	9855
9712	9856
9713	9857
9714	9858
9715	9859
9716	9860
9717	9861
9718	9862
9719	9863
9720	9864
9721	9865
9722	9866
9723	9867
9724	9868
9725	9869
9726	9870
9727	9871
9728	9872
9729	9873
9730	9874
9731	9875
9732	9876
9733	9877
9734	9878
9735	9879
9736	9880
9737	9881
9738	9882
9739	9883
9740	9884
9741	9885
9742	9886
9743	9887
9744	9888
9745	9889
9746	9890
9747	9891
9748	9892
9749	9893
9750	9894
9751	9895
9752	9896
9753	9897
9754	9898
9755	9899
9756	9900
9757	9901
9758	9902
9759	9903
9760	9904
9761	9905
9762	9906
9763	9907
9764	9908
9765	9909
9766	9910
9767	9911
9768	9912
9769	9913
9770	9914
9771	9915
9772	9916
9773	9917
9774	9918
9775	9919
9776	9920
9777	9921
9778	9922
9779	9923
9780	9924
9781	9925
9782	9926
9783	9927
9784	9928
9785	9929
9786	9930
9787	9931
9788	9932
9789	9933
9790	9934
9791	9935
9792	9936
9793	9937
9794	9938
9795	9939
9796	9940
9797	9941
9798	9942
9799	9943
9800	9944
9801	9945
9802	9946
9803	9947
9804	9948
9805	9949
9806	9950
9807	9951
9808	9952
9809	9953
9810	9954
9811	9955
9812	9956
9813	9957
9814	9958
9815	9959
9816	9960
9817	9961
9818	9962
9819	9963
9820	9964
9821	9965
9822	9966
9823	9967
9824	9968
9825	9969
9826	9970
9827	9971
9828	9972
9829	9973
9830	9974
9831	9975
9832	9976
9833	9977
9834	9978
9835	9979
9836	9980
9837	9981
9838	9982
9839	9983
9840	9984
9841	9985
9842	9986
9843	9987
9844	9988
9845	9989
9846	9990
9847	9991
9848	9992
9849	9993
9850	9994
9851	9995
9852	9996
9853	9997
9854	9998
9855	9999
9856	10000
9857	10001
9858	10002
9859	10003
9860	10004
9861	10005
9862	10006
9863	10007
9864	10008
9865	10009
9866	10010
9867	10011
9868	10012
9869	10013
9870	10014
9871	10015
9872	10016
9873	10017
9874	10018
9875	10019
9876	10020
9877	10021
9878	10022
9879	10023
9880	10024
9881	10025
9882	10026
9883	10027
9884	10028
9885	10029
9886	10030
9887	10031
9888	10032
9889	10033
9890	10034
9891	10035
9892	10036
9893	10037
9894	10038
9895	10039
9896	10040
9897	10041
9898	10042
9899	10043
9900	10044
9901	10045
9902	10046
9903	10047
9904	10048
9905	10049
9906	10050
9907	10051
9908	10052
9909	10053
9910	10054
9911	10055
9912	10056
9913	10057
9914	10058
9915	10059
9916	10060
9917	10061
9918	10062
9919	10063
9920	10064
9921	10065
9922	10066
9923	10067
9924	10068
9925	10069
9926	10070
9927	10071
9928	10072
9929	10073
9930	10074
9931	10075
9932	10076
9933	10077
9934	10078
9935	10079
9936	10080
9937	10081
9938	10082
9939	10083
9940	10084
9941	10085
9942	10086
9943	10087
9944	10088
9945	10089
9946	10090
9947	10091
9948	10092
9949	10093
9950	10094
9951	10095
9952	10096
9953	10097
9954	10098
9955	10099
9956	10100
9957	10101
9958	10102
9959	10103
9960	10104
9961	10105
9962	10106
9963	10107
9964	10108
9965	10109
9966	10110
9967	10111
9968	10112
9969	10113
9970	10114
9971	10115
9972	10116
9973	10117
9974	10118
9975	10119
9976	10120
9977	10121
9978	10122
9979	10123
9980	10124
9981	10125
9982	10126
9983	10127
9984	10128
9985	10129
9986	10130
9987	10131
9988	10132
9989	10133
9990	10134
9991	10135
9992	10136
9993	10137
9994	10138
9995	10139
9996	10140
9997	10141
9998	10142
9999	10143
10000	10144
10001	10145
10002	10146
10003	10147
10004	10148
10005	10149
10006	10150
10007	10151
10008	10152
10009	10153
10010	10154
10011	10155
10012	10156
10013	10157
10014	10158
10015	10159
10016	10160
10017	10161
10018	10162
10019	10163
10020	10164
10021	10165
10022	10166
10023	10167
10024	10168
10025	10169
10026	10170
10027	10171
10028	10172
10029	10173
10030	10174
10031	10175
10032	10176
10033	10177
10034	10178
10035	10179
10036	10180
10037	10181
10038	10182
10039	10183
10040	10184
10041	10185
10042	10186
10043	10187
10044	10188
10045	10189
10046	10190
10047	10191
10048	10192
10049	10193
10050	10194
10051	10195
10052	10196
10053	10197
10054	10198
10055	10199
10056	10200
10057	10201
10058	10202
10059	10203
10060	10204
10061	10205
10062	10206
10063	10207
10064	10208
10065	10209
10066	10210
10067	10211
10068	10212
10069	10213
10070	10214
10071	10215
10072	10216
10073	10217
10074	10218
10075	10219
10076	10220
10077	10221
10078	10222
10079	10223
10080	10224
10081	10225
10082	10226
10083	10227
10084	10228
10085	10229
10086	10230
10087	10231
10088	10232
10089	10233
10090	10234
10091	10235
10092	10236
10093	10237
10094	10238
10095	10239
10096	10240
10097	10241
10098	10242
10099	10243
10100	10244
10101	10245
10102	10246
10103	10247
10104	10248
10105	10249
10106	10250
10107	10251
10108	10252
10109	10253
10110	10254
10111	10255
10112	10256
10113	10257
10114	10258
10115	10259
10116	10260
10117	10261
10118	10262
10119	10263
10120	10264
10121	10265
10122	10266
10123	10267
10124	10268
10125	10269
10126	10270
10127	10271
10128	10272
10129	10273
10130	10274
10131	10275
10132	10276
10133	10277
10134	10278
10135	10279
10136	10280
10137	10281
10138	10282
10139	10283
10140	10284
10141	10285
10142	10286
10143	10287
10144	10288
10145	10289
10146	10290
10147	10291
10148	10292
10149	10293
10150	10294
10151	10295
10152	10296
10153	10297
10154	10298
10155	10299
10156	10300
10157	10301
10158	10302
10159	10303
10160	10304
10161	10305
10162	10306
10163	10307
10164	10308
10165	10309
10166	10310
10167	10311
10168	10312
10169	10313
10170	10314
10171	10315
10172	10316
10173	10317
10174	10318
10175	10319
10176	10320
10177	10321
10178	10322
10179	10323
10180	10324
10181	10325
10182	10326
10183	10327
10184	10328
10185	10329
10186	10330
10187	10331
10188	10332
10189	10333
10190	10334
10191	10335
10192	10336
10193	10337
10194	10338
10195	10339
10196	10340
10197	10341
10198	10342
10199	10343
10200	10344
10201	10345
10202	10346
10203	10347
10204	10348
10205	10349
10206	10350
10207	10351
10208	10352
10209	10353
10210	10354
10211	10355
10212	10356
10213	10357
10214	10358
10215	10359
10216	10360
10217	10361
10218	10362
10219	10363
10220	10364
10221	10365
10222	10366
10223	10367
10224	10368
10225	10369
10226	10370
10227	10371
10228	10372
10229	10373
10230	10374
10231	10375
10232	10376
10233	10377
10234	10378
10235	10379
10236	10380
10237	10381
10238	10382
10239	10383
10240	10384
10241	10385
10242	10386
10243	10387
10244	10388
10245	10389
10246	10390
10247	10391
10248	10392
10249	10393
10250	10394
10251	10395
10252	10396
10253	10397
10254	10398
10255	10399
10256	10400
10257	10401
10258	10402
10259	10403
10260	10404
10261	10405
10262	10406
10263	10407
10264	10408
10265	10409
10266	10410
10267	10411
10268	10412
10269	10413
10270	10414
10271	10415
10272	10416
10273	10417
10274	10418
10275	10419
10276	10420
10277	10421
10278	10422
10279	10423
10280	10424
10281	10425
10282	10426
10283	10427
10284	10428
10285	10429
10286	10430
10287	10431
10288	10432
10289	10433
10290	10434
10291	10435
10292	10436
10293	10437
10294	10438
10295	10439
10296	10440
10297	10441
10298	10442
10299	10443
10300	10444
10301	10445
10302	10446
10303	10447
10304	10448
10305	10449
10306	10450
10307	10451
10308	10452
10309	10453
10310	10454
10311	10455
10312	10456
10313	10457
10314	10458
10315	10459
10316	10460
10317	10461
10318	10462
10319	10463
10320	10464
10321	10465
10322	10466
10323	10467
10324	10468
10325	10469
10326	10470
10327	10471
10328	10472
10329	10473
10330	10474
10331	10475
10332	10476
10333	10477
10334	10478
10335	10479
10336	10480
10337	10481
10338	10482
10339	10483
10340	10484
10341	10485
10342	10486
10343	10487
10344	10488
10345	10489
10346	10490
10347	10491
10348	10492
10349	10493
10350	10494
10351	10495
10352	10496
10353	10497
10354	10498
10355	10499
10356	10500
10357	10501
10358	10502
10359	10503
10360	10504
10361	10505
10362	10506
10363	10507
10364	10508
10365	10509
10366	10510
10367	10511
10368	10512
10369	10513
10370	10514
10371	10515
10372	10516
10373	10517
10374	10518
10375	10519
10376	10520
10377	10521
10378	10522
10379	10523
10380	10524
10381	10525
10382	10526
10383	10527
10384	10528
10385	10529
10386	10530
10387	10531
10388	10532
10389	10533
10390	10534
10391	10535
10392	10536
10393	10537
10394	10538
10395	10539
10396	10540
10397	10541
10398	10542
10399	10543
10400	10544
10401	10545
10402	10546
10403	10547
10404	10548
10405	10549
10406	10550
10407	10551
10408	10552
10409	10553
10410	10554
10411	10555
10412	10556
10413	10557
10414	10558
10415	10559
10416	10560
10417	10561
10418	10562
10419	10563
10420	10564
10421	10565
10422	10566
10423	10567
10424	10568
10425	10569
10426	10570
10427	10571
10428	10572
10429	10573
10430	10574
10431	10575
10432	10576
10433	10577
10434	10578
10435	10579
10436	10580
10437	10581
10438	10582
10439	10583
10440	10584
10441	10585
10442	10586
10443	10587
10444	10588
10445	10589
10446	10590
10447	10591
10448	10592
10449	10593
10450	10594
10451	10595
10452	10596
10453	10597
10454	10598
10455	10599
10456	10600
10457	10601
10458	10602
10459	10603
10460	10604
10461	10605
10462	10606
10463	10607
10464	10608
10465	10609
10466	10610
10467	10611
10468	10612
10469	10613
10470	10614
10471	10615
10472	10616
10473	10617
10474	10618
10475	10619
10476	10620
10477	10621
10478	10622
10479	10623
10480	10624
10481	10625
10482	10626
10483	10627
10484	10628
10485	10629
10486	10630
10487	10631
10488	10632
10489	10633
10490	10634
10491	10635
10492	10636
10493	10637
10494	10638
10495	10639
10496	10640
10497	10641
10498	10642
10499	10643
10500	10644
10501	10645
10502	10646
10503	10647
10504	10648
10505	10649
10506	10650
10507	10651
10508	10652
10509	10653
10510	10654
10511	10655
10512	10656
10513	10657
10514	10658
10515	10659
10516	10660
10517	10661
10518	10662
10519	10663
10520	10664
10521	10665
10522	10666
10523	10667
10524	10668
10525	10669
10526	10670
10527	10671
10528	10672
10529	10673
10530	10674
10531	10675
10532	10676
10533	10677
10534	10678
10535	10679
10536	10680
10537	10681
10538	10682
10539	10683
10540	10684
10541	10685
10542	10686
10543	10687
10544	10688
10545	10689
10546	10690
10547	10691
10548	10692
10549	10693
10550	10694
10551	10695
10552	10696
10553	10697
10554	10698
10555	10699
10556	10700
10557	10701
10558	10702
10559	10703
10560	10704
10561	10705
10562	10706
10563	10707
10564	10708
10565	10709
10566	10710
10567	10711
10568	10712
10569	10713
10570	10714
10571	10715
10572	10716
10573	10717
10574	10718
10575	10719
10576	10720
10577	10721
10578	10722
10579	10723
10580	10724
10581	10725
10582	10726
10583	10727
10584	10728
10585	10729
10586	10730
10587	10731
10588	10732
10589	10733
10590	10734
10591	10735
10592	10736
10593	10737
10594	10738
10595	10739
10596	10740
10597	10741
10598	10742
10599	10743
10600	10744
10601	10745
10602	10746
10603	10747
10604	10748
10605	10749
10606	10750
10607	10751
10608	10752
10609	10753
10610	10754
10611	10755
10612	10756
10613	10757
10614	10758
10615	10759
10616	10760
10617	10761
10618	10762
10619	10763
10620	10764
10621	10765
10622	10766
10623	10767
10624	10768
10625	10769
10626	10770
10627	10771
10628	10772
10629	10773
10630	10774
10631	10775
10632	10776
10633	10777
10634	10778
10635	10779
10636	10780
10637	10781
10638	10782
10639	10783
10640	10784
10641	10785
10642	10786
10643	10787
10644	10788
10645	10789
10646	10790
10647	10791
10648	10792
10649	10793
10650	10794
10651	10795
10652	10796
10653	10797
10654	10798
10655	10799
10656	10800
10657	10801
10658	10802
10659	10803
10660	10804
10661	10805
10662	10806
10663	10807
10664	10808
10665	10809
10666	10810
10667	10811
10668	10812
10669	10813
10670	10814
10671	10815
10672	10816
10673	10817
10674	10818
10675	10819
10676	10820
10677	10821
10678	10822
10679	10823
10680	10824
10681	10825
10682	10826
10683	10827
10684	10828
10685	10829
10686	10830
10687	10831
10688	10832
10689	10833
10690	10834
10691	10835
10692	10836
10693	10837
10694	10838
10695	10839
10696	10840
10697	10841
10698	10842
10699	10843
10700	10844
10701	10845
10702	10846
10703	10847
10704	10848
10705	10849
10706	10850
10707	10851
10708	10852
10709	10853
10710	10854
10711	10855
10712	10856
10713	10857
10714	10858
10715	10859
10716	10860
10717	10861
10718	10862
10719	10863
10720	10864
10721	10865
10722	10866
10723	10867
10724	10868
10725	10869
10726	10870
10727	10871
10728	10872
10729	10873
10730	10874
10731	10875
10732	10876
10733	10877
10734	10878
10735	10879
10736	10880
10737	10881
10738	10882
10739	10883
10740	10884
10741	10885
10742	10886
10743	10887
10744	10888
10745	10889
10746	10890
10747	10891
10748	10892
10749	10893
10750	10894
10751	10895
10752	10896
10753	10897
10754	10898
10755	10899
10756	10900
10757	10901
10758	10902
10759	10903
10760	10904
10761	10905
10762	10906
10763	10907
10764	10908
10765	10909
10766	10910
10767	10911
10768	10912
10769	10913
10770	10914
10771	10915
10772	10916
10773	10917
10774	10918
10775	10919
10776	10920
10777	10921
10778	10922
10779	10923
10780	10924
10781	10925
10782	10926
10783	10927
10784	10928
10785	10929
10786	10930
10787	10931
10788	10932
10789	10933
10790	10934
10791	10935
10792	10936
10793	10937
10794	10938
10795	10939
10796	10940
10797	10941
10798	10942
10799	10943
10800	10944
10801	10945
10802	10946
10803	10947
10804	10948
10805	10949
10806	10950
10807	10951
10808	10952
10809	10953
10810	10954
10811	10955
10812	10956
10813	10957
10814	10958
10815	10959
10816	10960
10817	10961
10818	10962
10819	10963
10820	10964
10821	10965
10822	10966
10823	10967
10824	10968
10825	10969
10826	10970
10827	10971
10828	10972
10829	10973
10830	10974
10831	10975
10832	10976
10833	10977
10834	10978
10835	10979
10836	10980
10837	10981
10838	10982
10839	10983
10840	10984
10841	10985
10842	10986
10843	10987
10844	10988
10845	10989
10846	10990
10847	10991
10848	10992
10849	10993
10850	10994
10851	10995
10852	10996
10853	10997
10854	10998
10855	10999
10856	11000
10857	11001
10858	11002
10859	11003
10860	11004
10861	11005
10862	11006
10863	11007
10864	11008
10865	11009
10866	11010
10867	11011
10868	11012
10869	11013
10870	11014
10871	11015
10872	11016
10873	11017
10874	11018
10875	11019
10876	11020
10877	11021
10878	11022
10879	11023
10880	11024
10881	11025
10882	11026
10883	11027
10884	11028
10885	11029
10886	11030
10887	11031
10888	11032
10889	11033
10890	11034
10891	11035
10892	11036
10893	11037
10894	11038
10895	11039
10896	11040
10897	11041
10898	11042
10899	11043
10900	11044
10901	11045
10902	11046
10903	11047
10904	11048
10905	11049
10906	11050
10907	11051
10908	11052
10909	11053
10910	11054
10911	11055
10912	11056
10913	11057
10914	11058
10915	11059
10916	11060
10917	11061
10918	11062
10919	11063
10920	11064
10921	11065
10922	11066
10923	11067
10924	11068
10925	11069
10926	11070
10927	11071
10928	11072
10929	11073
10930	11074
10931	11075
10932	11076
10933	11077
10934	11078
10935	11079
10936	11080
10937	11081
10938	11082
10939	11083
10940	11084
10941	11085
10942	11086
10943	11087
10944	11088
10945	11089
10946	11090
10947	11091
10948	11092
10949	11093
10950	11094
10951	11095
10952	11096
10953	11097
10954	11098
10955	11099
10956	11100
10957	11101
10958	11102
10959	11103
10960	11104
10961	11105
10962	11106
10963	11107
10964	11108
10965	11109
10966	11110
10967	11111
10968	11112
10969	11113
10970	11114
10971	11115
10972	11116
10973	11117
10974	11118
10975	11119
10976	11120
10977	11121
10978	11122
10979	11123
10980	11124
10981	11125
10982	11126
10983	11127
10984	11128
10985	11129
10986	11130
10987	11131
10988	11132
10989	11133
10990	11134
10991	11135
10992	11136
10993	11137
10994	11138
10995	11139
10996	11140
10997	11141
10998	11142
10999	11143
11000	11144
11001	11145
11002	11146
11003	11147
11004	11148
11005	11149
11006	11150
11007	11151
11008	11152
11009	11153
11010	11154
11011	11155
11012	11156
11013	11157
11014	11158
11015	11159
11016	11160
11017	11161
11018	11162
11019	11163
11020	11164
11021	11165
11022	11166
11023	11167
11024	11168
11025	11169
11026	11170
11027	11171
11028	11172
11029	11173
11030	11174
11031	11175
11032	11176
11033	11177
11034	11178
11035	11179
11036	11180
11037	11181
11038	11182
11039	11183
11040	11184
11041	11185
11042	11186
11043	11187
11044	11188
11045	11189
11046	11190
11047	11191
11048	11192
11049	11193
11050	11194
11051	11195
11052	11196
11053	11197
11054	11198
11055	11199
11056	11200
11057	11201
11058	11202
11059	11203
11060	11204
11061	11205
11062	11206
11063	11207
11064	11208
11065	11209
11066	11210
11067	11211
11068	11212
11069	11213
11070	11214
11071	11215
11072	11216
11073	11217
11074	11218
11075	11219
11076	11220
11077	11221
11078	11222
11079	11223
11080	11224
11081	11225
11082	11226
11083	11227
11084	11228
11085	11229
11086	11230
11087	11231
11088	11232
11089	11233
11090	11234
11091	11235
11092	11236
11093	11237
11094	11238
11095	11239
11096	11240
11097	11241
11098	11242
11099	11243
11100	11244
11101	11245
11102	11246
11103	11247
11104	11248
11105	11249
11106	11250
11107	11251
11108	11252
11109	11253
11110	11254
11111	11255
11112	11256
